numero_dpe,date_etablissement_dpe,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,type_installation_chauffage,hauteur_sous_plafond,surface_habitable_logement,code_postal_ban,code_departement_ban,coordonnee_cartographique_x_ban,coordonnee_cartographique_y_ban,nom_commune_ban,besoin_chauffage
2401E3223860U,2024-09-17,C,A,appartement,1990,individuel,2.5,52.6,1460,1,898856.98,6568782.66,Montréal-la-Cluse,1929
2401E4164824S,2024-11-26,C,C,appartement,2017,collectif,2.5,69.1,1140,1,839256.16,6565362.23,Thoissey,2748.1
2401E2815554S,2024-08-05,D,D,appartement,2004,individuel,2.5,52,1360,1,864913.05,6529897.83,Béligneux,36292.4
2401E4026499N,2024-11-15,D,B,maison,,,2.5,82.2,1380,1,848542.5,6580598.23,Bâgé-le-Châtel,7820.7
2401E2892945H,2024-08-16,D,B,maison,1988,,2.5,98.1,1210,1,938803.32,6583113.69,Versonnex,10821.1
2401E3544929P,2024-10-09,D,B,maison,,,2.8,174.3,1260,1,906065.91,6542454.75,Valromey-sur-Séran,19475.8
2401E4567538S,2024-12-26,E,B,appartement,,individuel,4.2,67.6,1150,1,883661.51,6534850.4,Saint-Sorlin-en-Bugey,7086.3
2401E2907227P,2024-08-20,D,D,appartement,1959,individuel,2.6,67,1000,1,872311.63,6568346.08,Bourg-en-Bresse,116312.6
2401E3457889X,2024-10-03,C,C,appartement,1990,individuel,2.5,52,1800,1,870550.16,6536742.23,Meximieux,2496.9
2401E4366595D,2024-12-10,C,A,maison,,,2.5,79.6,1150,1,883619.44,6534543.06,Saint-Sorlin-en-Bugey,2898.7
2401E2726456W,2024-07-29,C,B,appartement,1900,individuel,2.4,48.6,1710,1,930564.58,6575170.3,Thoiry,2222.8
2401E3749790W,2024-10-24,C,B,appartement,,individuel,2.5,20.1,1500,1,882446.18,6542686.69,Ambérieu-en-Bugey,829.5
2401E2764396C,2024-07-31,C,C,appartement,1998,individuel,2.5,35.8,1390,1,851193.46,6538629.43,Saint-André-de-Corcy,2688.8
2401E2591143N,2024-07-17,E,E,maison,,,2.5,97.1,1260,1,906502.64,6534018.63,Valromey-sur-Séran,11052.5
2401E3053686Q,2024-09-03,D,B,appartement,1948,individuel,2.5,136.3,1380,1,848387.03,6580300.72,Bâgé-le-Châtel,11134.1
2401E3663526A,2024-10-18,D,D,maison,1980,,2.5,136,1170,1,935366.18,6586323.48,Gex,20947.2
2401E3515868W,2024-10-08,C,B,appartement,,individuel,2.5,150,1230,1,894514.17,6538559.21,Tenay,8984
2401E3806125P,2024-10-29,B,B,appartement,1967,collectif,2.5,58,1000,1,871922.04,6570608.75,Bourg-en-Bresse,921.5
2401E4053017L,2024-11-18,C,C,immeuble,2008,individuel,2.5,,1170,1,935450.41,6584808.73,Gex,48304.8
2401E2492209J,2024-07-10,G,G,maison,1961,,2.5,78.8,1100,1,904686.1,6577519.82,Oyonnax,38166.1
2401E4072731R,2024-11-19,C,C,appartement,2019,individuel,2.5,73.6,1000,1,870776.43,6569928.03,Bourg-en-Bresse,1616
2401E3082573R,2024-09-05,D,D,appartement,1994,collectif,2.4,19.9,1000,1,870351.07,6568973.91,Bourg-en-Bresse,1755.4
2401E2820217B,2024-08-06,E,E,appartement,,individuel,2.5,78.3,1100,1,904418.38,6576846.35,Oyonnax,16670.5
2401E3024264A,2024-09-01,E,B,maison,1980,,2.5,144.7,1630,1,929473.1,6568700.45,Challex,20301
2401E2932018C,2024-08-23,C,C,maison,2005,,2.5,80.7,1200,1,917740.52,6559161.13,Valserhône,5290.2
2401E3726770M,2024-10-23,C,B,maison,,,2.5,101.7,1400,1,847828.73,6561258.23,L'Abergement-Clémenciat,21891.3
2401E3783267L,2024-10-27,C,C,appartement,2019,collectif,2.5,51.2,1340,1,863706.18,6584721.23,Jayat,816.9
2401E3107499J,2024-09-06,C,A,maison,2006,,2.5,99.5,1350,1,916086.01,6530809.04,Culoz-Béon,6186.6
2401E2735576Q,2024-07-29,C,A,appartement,2012,individuel,2.5,36.2,1630,1,928448.8,6571482.05,Saint-Jean-de-Gonville,1222.8
2401E2799391B,2024-08-02,D,B,maison,,,2.5,114.3,1240,1,858316.86,6554223.62,Saint-Germain-sur-Renon,12508.2
2401E4349965N,2024-12-09,C,C,appartement,2021,individuel,2.5,50.5,1170,1,936388.44,6581816.26,Ségny,25115
2401E3485572Q,2024-10-04,D,B,appartement,,individuel,2.5,27.5,1320,1,867926.48,6546396.78,Chalamont,5627.5
2401E3553246M,2024-10-10,C,C,appartement,2016,collectif,2.5,52.5,1800,1,872297.19,6538065.76,Villieu-Loyes-Mollon,708
2401E2507256C,2024-07-11,D,D,maison,,,2.3,180.5,1400,1,855629.36,6563155.63,Neuville-les-Dames,21180.9
2401E3600460K,2024-10-14,D,D,maison,1986,,2.5,93,1440,1,870343.1,6574953.17,Viriat,11963.4
2401E3053216O,2024-09-03,C,C,maison,,,2.5,256.5,1500,1,882885.2,6542850.35,Ambérieu-en-Bugey,25020.4
2401E2913521R,2024-08-20,C,A,appartement,1990,individuel,2.5,67.1,1210,1,939823.07,6578691.99,Ornex,2688.7
2401E3704498W,2024-10-21,C,C,appartement,2018,collectif,2.5,75,1290,1,842646.54,6574445.68,Grièges,2084.3
2401E4118239Z,2024-11-21,F,C,maison,,,2.4,47,1000,1,873299.52,6568846.62,Bourg-en-Bresse,6858.2
2401E2932216S,2024-08-23,F,F,maison,1955,,2.5,77.2,1960,1,871186.5,6567883.29,Péronnas,14173.1
2401E2854119Z,2024-08-08,C,A,appartement,2021,individuel,2.5,63,1210,1,940336.51,6577953.08,Ferney-Voltaire,60327.6
2401E3979762Y,2024-11-12,C,C,appartement,1990,individuel,2.5,69.3,1210,1,938572.78,6577281.79,Ferney-Voltaire,3620.1
2401E3636857H,2024-10-16,C,C,appartement,2016,collectif,2.5,54.6,1130,1,900731.02,6564864.82,Nantua,2300.7
2401E2390852A,2024-07-02,C,C,appartement,1995,individuel,2.5,69,1440,1,870748.08,6575326.81,Viriat,3824.2
2401E3943441Z,2024-11-07,C,B,appartement,,individuel,2.5,61.5,1630,1,933852.31,6577234.37,Saint-Genis-Pouilly,3435.9
2401E4215348Y,2024-11-28,C,C,immeuble,1978,collectif,2.5,,1110,1,901980.92,6544992.63,Plateau d'Hauteville,46995.9
2401E4066861X,2024-11-18,F,F,maison,,,2.5,89.2,1851,1,872966.03,6589673.35,Marboz,23664.9
2401E2908371P,2024-08-20,D,D,appartement,,collectif,2.5,89.8,1500,1,882253.31,6547177.37,Ambronay,6245.3
2401E3586189N,2024-10-12,C,C,appartement,2021,collectif,2.5,50.2,1120,1,859177.5,6529925.95,Montluel,2136.5
2401E2614706U,2024-07-19,D,D,appartement,1975,collectif,2.5,76.5,1210,1,939528.93,6578099.69,Ferney-Voltaire,6220.6
2401E2483974Q,2024-07-09,E,E,maison,,,2.5,111.1,1600,1,841356.33,6536375.54,Parcieux,19363.1
2401E3024589N,2024-09-01,C,A,maison,,,2.4,200.2,1540,1,851582.91,6567978.48,Saint-Julien-sur-Veyle,13881.2
2401E3038514C,2024-09-02,D,B,appartement,1983,individuel,2.5,55.1,1320,1,868249.71,6546184.05,Chalamont,4001.3
2401E3417919P,2024-09-30,C,C,appartement,,individuel,2.5,68,1540,1,854089.76,6570263.94,Vonnas,3955.4
2401E2752582S,2024-07-30,C,C,appartement,2014,collectif,2.5,47.4,1220,1,941579.03,6588777.52,Divonne-les-Bains,1418.1
2401E2507628K,2024-07-11,D,C,maison,,,2.5,91.3,1290,1,842351.53,6574375,Grièges,9921.1
2401E4350070O,2024-12-09,C,B,appartement,2021,individuel,2.5,40.9,1170,1,936388.44,6581816.26,Ségny,24767.2
2401E2952822G,2024-08-26,G,C,maison,,,2.5,82,1110,1,900628.41,6536799.93,Plateau d'Hauteville,20166.7
2401E3991326S,2024-11-13,C,C,appartement,2010,mixte (collectif-individuel),2.5,52.7,1630,1,932710.8,6576350.73,Saint-Genis-Pouilly,2196
2401E4115524O,2024-11-21,D,B,maison,1980,,2.5,135.3,1370,1,881727.55,6577523.79,Val-Revermont,18199.3
2401E3801076K,2024-10-28,C,C,appartement,2017,collectif,2.5,71.9,1310,1,864135.99,6574232.66,Polliat,1133
2401E3678487L,2024-10-19,C,C,appartement,2018,collectif,2.5,53.5,1570,1,845780.85,6582668.71,Feillens,1471.9
2401E3073871Z,2024-09-04,C,A,appartement,,individuel,2.5,54.6,1400,1,850929.53,6559602.42,Châtillon-sur-Chalaronne,2394.6
2401E2873712O,2024-08-12,C,C,appartement,2021,individuel,2.5,38.6,1210,1,940336.51,6577953.08,Ferney-Voltaire,61599.6
2401E2789463F,2024-08-02,D,B,appartement,,individuel,2.5,48.8,1300,1,907818.94,6520567.55,Belley,4105.3
2401E4347057R,2024-12-09,D,D,appartement,1989,individuel,2.5,51,1700,1,855131.24,6528566.43,Beynost,4707.2
2401E3647671F,2024-10-17,G,C,maison,,,2.5,43.5,1800,1,873152.94,6536172.76,Villieu-Loyes-Mollon,12708.1
2401E2746318U,2024-07-30,C,C,appartement,2012,collectif,2.5,52,1000,1,873361.5,6570031.79,Bourg-en-Bresse,14554.7
2401E4005136W,2024-11-14,B,A,maison,2024,,2.5,87.4,1360,1,862691.39,6531810.04,Bressolles,4249.4
2401E4520359D,2024-12-20,D,D,maison,1977,,2.6,74,1000,1,875251.43,6568857.18,Bourg-en-Bresse,9282.1
2401E2916202U,2024-08-21,C,C,appartement,1988,individuel,2.5,74,1000,1,871894.82,6569491.92,Bourg-en-Bresse,187887.7
2401E3551435V,2024-10-10,D,B,appartement,,individuel,2.5,86.3,1230,1,894453.16,6539107.58,Tenay,8512.5
2401E2375138Q,2024-07-01,D,D,appartement,1994,individuel,2.5,69.2,1440,1,870748.08,6575326.81,Viriat,5897.1
2401E3084330G,2024-09-05,D,D,appartement,2005,individuel,2.5,45.9,1851,1,873561.13,6585006.86,Marboz,4733.7
2401E3788837R,2024-10-28,C,C,maison,1980,,2.5,108.9,1310,1,861023.52,6579584.8,Saint-Martin-le-Châtel,7955.5
2401E3712420O,2024-10-22,D,B,appartement,,individuel,2.1,45.2,1800,1,870281.41,6536255.82,Meximieux,3999.1
2401E4350087F,2024-12-09,C,A,appartement,2021,individuel,2.5,66.6,1170,1,936388.44,6581816.26,Ségny,24767.2
2401E4032429P,2024-11-15,D,D,maison,2006,,2.5,99.1,1550,1,924477.36,6564212.12,Collonges,10309.5
2401E3363429V,2024-09-26,D,B,maison,,,2.5,44,1700,1,852233.93,6527230.5,Miribel,3670.4
2401E4286544G,2024-12-04,E,C,appartement,1961,individuel,2.5,55.5,1140,1,838907.4,6565370.71,Thoissey,8330
2401E2482020M,2024-07-09,B,B,appartement,2019,individuel,2.5,90.2,1500,1,882212.25,6543586.29,Ambérieu-en-Bugey,1868.6
2401E2506447Z,2024-07-11,D,B,maison,,,2.5,73.6,1260,1,906376.63,6538089.8,Valromey-sur-Séran,23571.6
2401E4053793H,2024-11-18,D,B,maison,,,2.4,70,1000,1,873184.68,6568877.9,Bourg-en-Bresse,7927.8
2401E2419516M,2024-07-03,D,D,appartement,,individuel,2.5,68.7,1100,1,904544.18,6576048.66,Oyonnax,5728.9
2401E4052975V,2024-11-18,D,B,appartement,1945,mixte (collectif-individuel),2.9,39,1320,1,867973.04,6546308.41,Chalamont,2447.7
2401E3980298O,2024-11-12,D,D,appartement,1961,collectif,2.5,81.3,1000,1,871710.23,6570104.18,Bourg-en-Bresse,4736.1
2401E2626526K,2024-07-19,D,B,maison,,,2.7,89,1350,1,909803.04,6529677.01,Ceyzérieu,7927.7
2401E3100798Q,2024-09-06,C,C,appartement,2019,individuel,2.5,43.9,1210,1,939805.65,6578066.81,Ferney-Voltaire,83132.8
2401E3895306Q,2024-11-05,B,B,appartement,2018,individuel,2.5,66.5,1330,1,847379.89,6546010.44,Ambérieux-en-Dombes,1022.9
2401E2752455V,2024-07-30,C,C,appartement,2014,collectif,2.5,47.4,1220,1,941579.03,6588777.52,Divonne-les-Bains,2428.4
2401E4568901D,2024-12-26,C,C,appartement,2018,individuel,2.5,85.3,1120,1,859911.63,6529775,Montluel,3779.1
2401E4221228C,2024-11-28,C,C,appartement,2021,individuel,2.5,49.4,1170,1,936390.04,6581818.77,Ségny,46619.5
2401E4191910M,2024-11-27,D,D,maison,,,2.5,98.8,1120,1,858517.2,6529721.21,La Boisse,20450.7
2401E3174934A,2024-09-12,D,D,appartement,1974,collectif,2.5,64.2,1160,1,879094.01,6558266.75,Saint-Martin-du-Mont,7537.9
2401E3901673N,2024-11-05,B,A,appartement,2009,individuel,2.5,57.3,1000,1,871393.71,6569922.83,Bourg-en-Bresse,1779.3
2401E4050676K,2024-11-17,F,F,appartement,1969,collectif,2.5,26,1210,1,938596.75,6578899.89,Ornex,4819.6
2401E3600125N,2024-10-14,D,D,maison,1986,,2.5,87,1440,1,870300.5,6574946.98,Viriat,9086.7
2401E4221031N,2024-11-28,C,C,appartement,2021,individuel,2.5,62.9,1170,1,936388.44,6581816.26,Ségny,16366.6
2401E4533625J,2024-12-21,D,D,maison,,,2.5,107.3,1150,1,876514.39,6534776.21,Sainte-Julie,11328.3
2401E2924817D,2024-08-22,F,F,maison,1948,,2.6,194,1990,1,843859.27,6556142.45,Chaneins,39612.7
2401E4254558A,2024-12-02,E,E,maison,1999,,2.5,83,1290,1,847182.92,6569900.79,Saint-André-d'Huiriat,10776.8
2401E2815791V,2024-08-05,C,C,appartement,2004,individuel,2.5,69,1360,1,864913.05,6529897.83,Béligneux,28693.9
2401E3548623R,2024-10-10,C,C,appartement,2011,individuel,2.5,45.2,1170,1,935378.48,6585458.42,Cessy,163345
2401E3945968E,2024-11-08,D,D,appartement,1995,individuel,2.5,69.1,1000,1,872853.58,6568538.09,Bourg-en-Bresse,7738.4
2401E4588984O,2024-12-30,C,C,appartement,2000,individuel,2.5,55.9,1360,1,865263.47,6530379.18,Béligneux,3689.5
2401E4059384I,2024-11-18,C,C,maison,2007,,2.5,82.6,1550,1,924305.09,6564285.9,Collonges,6261.1
2401E3336529F,2024-09-25,F,F,appartement,1970,collectif,2.6,45.5,1210,1,939577.89,6577766.87,Ferney-Voltaire,7898.7
2401E2424270I,2024-07-04,D,D,appartement,1958,collectif,2.5,65,1120,1,859907.97,6530010.19,Montluel,31582.8
2401E2867893T,2024-08-12,C,C,appartement,,collectif,2.5,67,1250,1,886940.67,6576380.97,Nivigne et Suran,27079.9
2401E4187296A,2024-11-27,C,C,appartement,1993,collectif,2.5,66.8,1100,1,902597.47,6574690.45,Bellignat,4451
2401E2916209B,2024-08-21,C,C,appartement,1988,individuel,2.5,78,1000,1,871894.82,6569491.92,Bourg-en-Bresse,187887.7
2401E2363347D,2024-07-01,C,C,maison,,,2.6,144.7,1700,1,855405.24,6528563.71,Beynost,10859.6
2401E3991331X,2024-11-13,C,C,appartement,2010,mixte (collectif-individuel),2.5,126,1630,1,932710.8,6576350.73,Saint-Genis-Pouilly,8113.4
2401E2688424C,2024-07-25,C,C,appartement,2005,collectif,2.5,47.7,1630,1,932645.12,6575538.28,Saint-Genis-Pouilly,2734
2401E2612884S,2024-07-19,C,C,maison,2006,,2.5,94.4,1500,1,881969.12,6543826.35,Ambérieu-en-Bugey,5620.1
2401E3026636G,2024-09-02,D,B,maison,1978,,2.6,130.5,1000,1,871940.64,6569390.89,Bourg-en-Bresse,16571.8
2401E2854050I,2024-08-08,C,C,appartement,2021,individuel,2.5,55.9,1210,1,940336.51,6577953.08,Ferney-Voltaire,61599.6
2401E4031014E,2024-11-15,A,A,maison,2022,,2.5,117.7,1360,1,862880.34,6528024.24,Balan,6887.9
2401E4349505V,2024-12-09,C,C,appartement,2021,individuel,2.5,32.3,1170,1,936390.04,6581818.77,Ségny,46622.9
2401E4347051L,2024-12-09,E,C,maison,,,2.7,50.5,1160,1,880317.73,6553687.87,Pont-d'Ain,6075.6
2401E2783072K,2024-08-01,C,C,appartement,2012,collectif,2.5,57.7,1390,1,849633.52,6534728.36,Mionnay,2905.2
2401E2908635T,2024-08-20,D,D,appartement,2006,collectif,2.5,55,1710,1,929739.94,6574798.14,Thoiry,4878.1
2401E3012776E,2024-08-30,C,C,appartement,1999,collectif,2.5,81.6,1150,1,881901.31,6536240.46,Lagnieu,5160.1
2401E2713151D,2024-07-26,E,E,appartement,,individuel,3,58,1000,1,870476.34,6568186.42,Bourg-en-Bresse,86029.4
2401E2866111F,2024-08-11,C,C,appartement,2021,individuel,2.5,69.9,1210,1,940336.51,6577953.08,Ferney-Voltaire,61599.6
2401E3806823L,2024-10-29,B,B,appartement,1967,collectif,2.5,58,1000,1,871922.04,6570608.75,Bourg-en-Bresse,921.5
2401E2468618A,2024-07-08,D,C,appartement,2005,collectif,2.5,57,1580,1,896590.51,6571863.54,Izernore,3690.5
2401E3335287L,2024-09-25,C,A,appartement,2004,individuel,2.4,46.1,1630,1,933784.27,6575960.49,Saint-Genis-Pouilly,1435
2401E3901981J,2024-11-05,D,D,maison,1996,,2.5,82.1,1000,1,872793.98,6568569.39,Bourg-en-Bresse,9516.2
2401E3948453T,2024-11-08,C,C,appartement,1995,individuel,2.5,51.5,1000,1,872816.01,6568673.78,Bourg-en-Bresse,2855
2401E4573678W,2024-12-27,C,C,maison,1800,,2.4,150.9,1630,1,924873.29,6568704.8,Péron,12192.1
2401E2913093F,2024-08-20,C,A,appartement,1990,individuel,2.5,52.5,1210,1,939823.07,6578691.99,Ornex,2221.1
2401E2493631B,2024-07-10,C,C,appartement,2011,collectif,2.5,55,1000,1,870699.37,6570030.19,Bourg-en-Bresse,93958.1
2401E2738836A,2024-07-29,F,F,appartement,,individuel,2.3,63.3,1090,1,838340.43,6559117.35,Genouilleux,12531.2
2401E2704163L,2024-07-26,C,C,appartement,2020,individuel,2.5,93.4,1210,1,938588.61,6577149.6,Ferney-Voltaire,43127.9
2401E3285703J,2024-09-20,D,D,appartement,,individuel,2.5,92.1,1800,1,869907.12,6536216.87,Meximieux,13240.8
2401E2380218A,2024-07-02,D,B,appartement,,individuel,2.5,45,1700,1,851080.76,6527423.36,Miribel,5944.2
2401E2380113Z,2024-07-02,C,C,appartement,2015,collectif,2.5,79,1000,1,871361.07,6569441.09,Bourg-en-Bresse,70753.3
2401E4256643F,2024-12-02,C,C,appartement,1995,individuel,2.5,53.3,1600,1,841145.15,6536081.75,Massieux,4380.5
2401E3515953D,2024-10-08,C,C,appartement,2019,individuel,2.5,78.6,1450,1,886097.21,6556938.71,Poncin,2166.3
2401E3589171F,2024-10-13,C,A,maison,1980,,2.5,98.8,1330,1,856611.92,6547115.71,Bouligneux,8738.5
2401E4416562Y,2024-12-12,C,B,maison,,,2.6,91,1480,1,836869.22,6544599.62,Frans,6600.5
2401E2753865B,2024-07-30,D,D,appartement,1970,collectif,2.5,91.5,1370,1,876842.29,6578958.3,Saint-Étienne-du-Bois,8807.9
2401E2863234O,2024-08-09,C,C,appartement,2021,individuel,2.5,41.3,1210,1,940336.51,6577953.08,Ferney-Voltaire,61599.6
2401E2934373R,2024-08-23,A,A,maison,1987,,2.5,195.3,1220,1,941709.19,6590024.27,Divonne-les-Bains,10621.7
2401E3105177B,2024-09-06,A,A,maison,,,3,373.2,1560,1,857927.3,6595958.35,Servignat,15414.1
2401E4524311D,2024-12-20,C,C,appartement,,individuel,2.5,62.7,1700,1,850917.81,6526396.48,Miribel,2825.3
2401E4482738E,2024-12-17,D,B,appartement,1987,individuel,2.5,33.1,1230,1,889208.1,6541815.44,Saint-Rambert-en-Bugey,2127.8
2401E3381866Y,2024-09-27,B,B,appartement,,individuel,2.5,62,1600,1,841299.33,6536124.18,Massieux,853.4
2401E4556739J,2024-12-24,D,D,appartement,2019,individuel,2.5,65.3,1090,1,835521.09,6555275.36,Montmerle-sur-Saône,2842.2
2401E3896455V,2024-11-05,C,C,appartement,2018,individuel,2.5,51.8,1330,1,847379.89,6546010.44,Ambérieux-en-Dombes,1292
2401E3667441P,2024-10-18,C,B,maison,1983,,2.5,122,1340,1,858298.72,6580288.95,Saint-Didier-d'Aussiat,10572
2401E2713141T,2024-07-26,E,E,appartement,,individuel,3,45,1000,1,870476.34,6568186.42,Bourg-en-Bresse,86029.4
2401E2573549V,2024-07-16,D,B,maison,,,2.6,84.4,1320,1,868012.77,6546353.39,Chalamont,8928.8
2401E3682332I,2024-10-19,D,B,appartement,,individuel,2.5,129.9,1100,1,904237.5,6576305.03,Oyonnax,14982.4
2401E4568634W,2024-12-26,C,C,appartement,1999,collectif,2.5,82.8,1600,1,837003.38,6539574.67,Trévoux,5431.5
2401E4552817N,2024-12-23,F,F,appartement,,collectif,2.5,76,1130,1,901096.58,6564462.32,Nantua,22092.1
2401E3685732C,2024-10-20,D,B,maison,,,2.3,55,1450,1,886133.52,6556866.04,Poncin,4334.7
2401E2815398S,2024-08-05,C,C,appartement,2010,collectif,2.5,69.4,1280,1,936497.98,6577504.22,Prévessin-Moëns,81363.1
2401E2423007T,2024-07-04,E,E,appartement,1964,collectif,2.5,68,1510,1,909276.69,6534195.17,Artemare,127192
2401E4164783D,2024-11-26,C,C,appartement,2017,collectif,2.5,51.7,1140,1,839256.16,6565362.23,Thoissey,1500.7
2401E4586994A,2024-12-30,D,D,appartement,1996,collectif,2.5,86,1600,1,837780.13,6539542.35,Trévoux,6370
2401E4568443N,2024-12-26,D,D,appartement,1999,collectif,2.5,66.5,1600,1,837003.38,6539574.67,Trévoux,5762.6
2401E2854807L,2024-08-09,D,D,appartement,2016,collectif,2.5,44.6,1210,1,939716.08,6578463.49,Ornex,2624.9
2401E3898506S,2024-11-05,D,D,maison,1996,,2.5,82.1,1000,1,872720.28,6568540.31,Bourg-en-Bresse,7761.1
2401E3013885V,2024-08-30,C,C,appartement,2016,individuel,2.7,66,1600,1,841106.97,6538570.39,Reyrieux,2744.4
2401E3714645D,2024-10-22,D,D,appartement,2019,collectif,2.5,75.9,1100,1,905027.77,6570853.78,Apremont,6089.3
2401E2901337B,2024-08-19,C,C,appartement,2017,collectif,2.5,78,1160,1,880001.42,6558557.22,Saint-Martin-du-Mont,48387.8
2401E4209675T,2024-11-28,C,A,appartement,2021,individuel,2.5,62.9,1170,1,936388.44,6581816.26,Ségny,16195
2401E4049289B,2024-11-17,D,D,appartement,,collectif,2.5,58.8,1190,1,848943.91,6594652.89,Pont-de-Vaux,4186
2401E2416847V,2024-07-04,D,D,maison,1998,,2.5,67.7,1290,1,844894,6571451.02,Cruzilles-lès-Mépillat,5946.3
2401E3918816W,2024-11-06,D,D,appartement,2003,collectif,2.5,86,1100,1,901162.57,6571171.66,Martignat,5730.8
2401E3599287H,2024-10-14,D,B,appartement,,individuel,2.5,52.4,1310,1,866500.32,6568584.52,Buellas,4343.9
2401E2679295Z,2024-07-24,C,A,maison,,,2.5,119.1,1300,1,911596.63,6524834.56,Magnieu,12938.1
2401E3270009T,2024-09-19,C,C,appartement,1969,collectif,2.5,86.1,1120,1,859853.99,6529892.25,Montluel,4941.6
2401E3165751V,2024-09-12,C,A,appartement,,individuel,2.6,48.4,1640,1,886337.63,6551876.89,Jujurieux,2242.8
2401E3047803J,2024-09-03,C,A,maison,,,2.5,109.7,1500,1,881164.54,6540439.48,Ambutrix,5563.8
2401E3045567J,2024-09-03,C,C,maison,2006,,2.5,173.6,1000,1,872140.33,6571253.95,Bourg-en-Bresse,12601.4
2401E4221395N,2024-11-28,C,A,appartement,2021,individuel,2.5,61.8,1170,1,936390.04,6581818.77,Ségny,46449.3
2401E4447983L,2024-12-16,D,D,appartement,,individuel,2.5,103.1,1960,1,870461.7,6568100.58,Péronnas,17047.4
2401E3115308S,2024-09-09,C,C,appartement,2019,individuel,2.5,87.6,1710,1,928996.54,6575502,Thoiry,4638.9
2401E2947571H,2024-08-26,C,A,maison,2012,,2.5,142,1300,1,908540.4,6519798.45,Belley,11628.8
2401E2575279J,2024-07-16,A,A,maison,2019,,2.5,149.1,1660,1,858849.85,6573726.35,Mézériat,7288.8
2401E3833218Q,2024-10-30,D,D,appartement,,individuel,2.4,49.2,1700,1,852267.8,6527323.99,Miribel,5330.3
2401E3895335T,2024-11-05,C,A,appartement,1850,individuel,2.6,61.2,1170,1,935140.38,6586069.78,Gex,2766.5
2401E4170279N,2024-11-26,C,C,appartement,2019,collectif,2.5,21.7,1200,1,917303.48,6561583.65,Valserhône,303.9
2401E2486676O,2024-07-09,C,A,maison,,,2.5,99.6,1200,1,917746.61,6560427.35,Valserhône,16762.1
2401E3388859X,2024-09-27,D,B,maison,1986,,2.5,99,1000,1,869632.62,6569370.34,Saint-Denis-lès-Bourg,9745.2
2401E3895211Z,2024-11-05,C,C,appartement,2018,individuel,2.5,50.3,1330,1,847379.89,6546010.44,Ambérieux-en-Dombes,1831.7
2401E3697788U,2024-10-21,C,C,appartement,1900,individuel,2.7,70.8,1120,1,859711.44,6530113.48,Montluel,5023
2401E3130536K,2024-09-10,G,G,maison,,,2.5,84.1,1500,1,886485.09,6547505.74,Ambronay,25728.4
2401E3714635T,2024-10-22,D,D,appartement,2019,collectif,2.5,89,1100,1,905027.77,6570853.78,Apremont,6246.4
2401E2380183R,2024-07-02,C,C,appartement,2015,collectif,2.5,53,1000,1,871361.07,6569441.09,Bourg-en-Bresse,70753.3
2401E2873061N,2024-08-12,C,C,immeuble,1989,individuel,2.5,,1480,1,835853.99,6544305.27,Jassans-Riottier,30644.9
2401E2490533X,2024-07-10,D,B,appartement,1900,individuel,2.6,64.8,1290,1,845392.91,6575238.32,Pont-de-Veyle,5637.8
2401E3410144O,2024-09-30,D,D,maison,,,2.5,255,1190,1,850175.89,6589227.98,Chevroux,27496.4
2401E3819023R,2024-10-29,C,A,appartement,,individuel,2.5,36.2,1420,1,917502.71,6545044.72,Corbonod,1113.2
2401E3959111R,2024-11-08,C,C,appartement,2019,collectif,2.5,80.5,1630,1,933150.13,6575912.36,Saint-Genis-Pouilly,1617.6
2401E2389799N,2024-07-02,C,C,appartement,2009,individuel,2.5,85,1960,1,870083.69,6567118.49,Péronnas,32324.1
2401E2514609X,2024-07-11,C,B,appartement,,individuel,2.5,16.1,1120,1,859348,6529895.28,Montluel,597
2401E3991147V,2024-11-13,C,C,appartement,2010,mixte (collectif-individuel),2.5,52.8,1630,1,932710.8,6576350.73,Saint-Genis-Pouilly,1562.1
2401E2438428W,2024-07-05,C,B,maison,1945,,2.7,98.2,1600,1,841784.03,6538984.49,Reyrieux,17446.9
2401E3455333P,2024-10-03,C,C,appartement,2019,collectif,2.5,30.7,1630,1,933089.59,6575822.02,Saint-Genis-Pouilly,66498.5
2401E4457271R,2024-12-16,D,D,appartement,1995,individuel,2.5,66,1700,1,853543.45,6527772.28,Saint-Maurice-de-Beynost,177184.3
2401E4225433V,2024-11-29,D,B,maison,,,2.6,146,1160,1,883606.61,6555933.19,Neuville-sur-Ain,14837.2
2401E4032422I,2024-11-15,C,A,appartement,2000,individuel,2.5,15.9,1000,1,872509.23,6569592.4,Bourg-en-Bresse,154.8
2401E2375140S,2024-07-01,C,C,appartement,1994,individuel,2.5,84.3,1440,1,870748.08,6575326.81,Viriat,5228.6
2401E4095484U,2024-11-20,E,B,appartement,1900,individuel,2.4,35.5,1000,1,871602.75,6569695.31,Bourg-en-Bresse,3778.8
2401E3142516E,2024-09-10,D,B,maison,,,2.5,94.3,1430,1,896922.09,6559605.47,Condamine,7775.9
2401E3894994Q,2024-11-05,G,G,maison,1860,,2.5,146,1630,1,925067.87,6568711.44,Péron,40536.7
2401E2945836O,2024-08-26,E,C,immeuble,,individuel,2.5,,1260,1,904601.78,6536427.17,Valromey-sur-Séran,34355.1
2401E4029593N,2024-11-15,C,C,appartement,2021,collectif,2.5,52,1200,1,916244.97,6563547.5,Valserhône,1571.6
